sym,dgp_seed,horizon,alpha_idx,alpha,log10_alpha,oos_mse
.BVSP,42,1,17,1.7782794100389228,0.25,0.7247145466944872
.BVSP,42,1,18,3.1622776601683795,0.5,0.7243321933580158
.BVSP,42,1,19,5.623413251903491,0.75,0.7239843573438454
.BVSP,42,1,20,10.0,1.0,0.7237060778467527
.BVSP,42,1,21,17.78279410038923,1.25,0.723528636393748
.BVSP,42,1,22,31.622776601683793,1.5,0.7235129074732747
.BVSP,42,1,23,56.23413251903491,1.75,0.7238041906112985
.BVSP,42,1,24,100.0,2.0,0.7246927175393513
.BVSP,42,1,25,177.82794100389228,2.25,0.72670357458697
.BVSP,42,1,26,316.22776601683796,2.5,0.730717962373041
.BVSP,42,1,27,562.341325190349,2.75,0.737973498470248
.BVSP,42,1,28,1000.0,3.0,0.749753592224079
.BVSP,42,1,29,1778.2794100389228,3.25,0.7671979003801102
.BVSP,42,1,30,3162.2776601683795,3.5,0.7924673482979426
.BVSP,42,1,31,5623.413251903491,3.75,0.8313596655538201
.BVSP,42,1,32,10000.0,4.0,0.8941270597445665
.BVSP,42,1,33,17782.794100389227,4.25,0.989534651932426
.BVSP,42,1,34,31622.776601683792,4.5,1.1136126993614706
.BVSP,42,1,35,56234.13251903491,4.75,1.2464021768240015
.BVSP,42,1,36,100000.0,5.0,1.3642649251636447
.BVSP,256,1,0,0.0001,-4.0,0.7055560557078617
.BVSP,256,1,1,0.00017782794100389227,-3.75,0.6414798316640185
.BVSP,256,1,2,0.00031622776601683794,-3.5,0.6336754109819757
.BVSP,256,1,3,0.0005623413251903491,-3.25,0.6330833842512651
.BVSP,256,1,4,0.001,-3.0,0.6327633858815769
.BVSP,256,1,5,0.0017782794100389228,-2.75,0.6324286671153344
.BVSP,256,1,6,0.0031622776601683794,-2.5,0.6320412829134935
.BVSP,256,1,7,0.005623413251903491,-2.25,0.6315923173751681
.BVSP,256,1,8,0.01,-2.0,0.631099196649069
.BVSP,256,1,9,0.01778279410038923,-1.75,0.6305958857100465
.BVSP,256,1,10,0.03162277660168379,-1.5,0.6301157195273105
.BVSP,256,1,11,0.05623413251903491,-1.25,0.6296748082490733
.BVSP,256,1,12,0.1,-1.0,0.6292711252622536
.BVSP,256,1,13,0.1778279410038923,-0.75,0.628897056959924
.BVSP,256,1,14,0.31622776601683794,-0.5,0.6285586086117378
.BVSP,256,1,15,0.5623413251903491,-0.25,0.6282857749685307
.BVSP,256,1,16,1.0,0.0,0.6281086843580512
.BVSP,256,1,17,1.7782794100389228,0.25,0.6280160193649681
.BVSP,256,1,18,3.1622776601683795,0.5,0.6279546706153658
